    2.3   0.62    0.0   -341.0569572   -341.0246924   -341.0569127   -340.8976349   -341.0961518   -340.8982250
    2.4   0.62    0.0   -341.0943877   -341.0621452   -341.0943434   -340.9433835   -341.1334203   -340.9438704
    2.5   0.62    0.0   -341.1231005   -341.0908836   -341.1230530   -340.9856365   -341.1619924   -340.9861152
    2.6   0.62    0.0   -341.1451290   -341.1129452   -341.1450804   -341.0229564   -341.1839030   -341.0234427
    2.7   0.62    0.0   -341.1620213   -341.1298857   -341.1619696   -341.0552096   -341.2007006   -341.0556989
    2.8   0.62    0.0   -341.1749596   -341.1428993   -341.1749024   -341.0829032   -341.2135652   -341.0833898
    2.9   0.62    0.0   -341.1848477   -341.1529042   -341.1847837   -341.1066524   -341.2233976   -341.1071305
    3.0   0.62    0.0   -341.1923772   -341.1606090   -341.1923035   -341.1270195   -341.2308887   -341.1274865
    3.1   0.62    0.0   -341.1980793   -341.1665629   -341.1979946   -341.1444911   -341.2365651   -341.1449447
    3.2   0.62    0.0   -341.2023635   -341.1711950   -341.2022684   -341.1594839   -341.2408317   -341.1599206
    3.4   0.62    0.0   -341.2078768   -341.1777735   -341.2077645   -341.1833909   -341.2463278   -341.1837853
    3.5   0.62    0.0   -341.2095453   -341.1801990   -341.2094259   -341.1928594   -341.2479952   -341.1932300
    3.6   0.62    0.0   -341.2107030   -341.1822863   -341.2105772   -341.2009740   -341.2491566   -341.2013203
    3.7   0.62    0.0   -341.2114679   -341.1841652   -341.2113364   -341.2079210   -341.2499295   -341.2082438
    3.8   0.62    0.0   -341.2119323   -341.1859323   -341.2117958   -341.2138607   -341.2504059   -341.2141615
    3.9   0.62    0.0   -341.2121689   -341.1876537   -341.2120279   -341.2189313   -341.2506576   -341.2192120
    4.0   0.62    0.0   -341.2122345   -341.1893662   -341.2120897   -341.2232522   -341.2507410   -341.2235153
    4.1   0.62    0.0   -341.2121739   -341.1910804   -341.2120258   -341.2269271   -341.2506999   -341.2271749
    4.2   0.62    0.0   -341.2120038   -341.1917234   -341.2118710   -341.2300457   -341.2505686   -341.2302805
    4.3   0.62    0.0   -341.2117863   -341.1942539   -341.2116526   -341.2326859   -341.2503737   -341.2329098
    4.4   0.62    0.0   -341.2115262   -341.1963950   -341.2113917   -341.2349153   -341.2501360   -341.2351301
    4.5   0.62    0.0   -341.2112399   -341.1982028   -341.2111046   -341.2367925   -341.2498714   -341.2369998
    4.6   0.62    0.0   -341.2109400   -341.1997257   -341.2108039   -341.2383684   -341.2495921   -341.2385694
    4.7   0.62    0.0   -341.2106358   -341.2010050   -341.2104991   -341.2396870   -341.2493073   -341.2398827
    4.8   0.62    0.0   -341.2103345   -341.2020766   -341.2101971   -341.2407863   -341.2490238   -341.2409777
    4.9   0.62    0.0   -341.2100410   -341.2029713   -341.2099031   -341.2416995   -341.2487467   -341.2418872
    5.0   0.62    0.0   -341.2097590   -341.2037155   -341.2096205   -341.2424547   -341.2484794   -341.2426394
    5.1   0.62    0.0   -341.2094907   -341.2043321   -341.2093518   -341.2430766   -341.2482243   -341.2432585
    5.2   0.62    0.0   -341.2092377   -341.2048405   -341.2090984   -341.2435860   -341.2479831   -341.2437656
    5.3   0.62    0.0   -341.2090008   -341.2052576   -341.2088611   -341.2440010   -341.2477565   -341.2441786
    5.4   0.62    0.0   -341.2087801   -341.2055977   -341.2086401   -341.2443368   -341.2475449   -341.2445126
    5.5   0.62    0.0   -341.2085755   -341.2058733   -341.2084352   -341.2446065   -341.2473482   -341.2447807
    5.6   0.62    0.0   -341.2083867   -341.2060947   -341.2082461   -341.2448212   -341.2471661   -341.2449940
    5.7   0.62    0.0   -341.2082130   -341.2062709   -341.2080721   -341.2449904   -341.2469982   -341.2451619
    5.8   0.62    0.0   -341.2080537   -341.2064096   -341.2079125   -341.2451220   -341.2468438   -341.2452923
    5.9   0.62    0.0   -341.2079078   -341.2065172   -341.2077665   -341.2452227   -341.2467021   -341.2453919
    6.0   0.62    0.0   -341.2077746   -341.2065993   -341.2076330   -341.2452981   -341.2465724   -341.2454664
    6.1   0.62    0.0   -341.2076531   -341.2066603   -341.2075114   -341.2453530   -341.2464538   -341.2455204
    6.2   0.62    0.0   -341.2075424   -341.2067042   -341.2074005   -341.2453914   -341.2463456   -341.2455580
    6.3   0.62    0.0   -341.2074417   -341.2067343   -341.2072997   -341.2454164   -341.2462470   -341.2455823
    6.4   0.62    0.0   -341.2073501   -341.2067533   -341.2072080   -341.2454308   -341.2461572   -341.2455960
    6.5   0.62    0.0   -341.2072669   -341.2067633   -341.2071246   -341.2454370   -341.2460754   -341.2456015
    6.6   0.62    0.0   -341.2071913   -341.2067659   -341.2070489   -341.2454366   -341.2460010   -341.2456006
    6.7   0.62    0.0   -341.2071210   -341.2067636   -341.2069785   -341.2454313   -341.2459329   -341.2455948
    6.8   0.62    0.0   -341.2070586   -341.2067571   -341.2069161   -341.2454222   -341.2458714   -341.2455853
    6.9   0.62    0.0   -341.2070020   -341.2067475   -341.2068594   -341.2454105   -341.2458155   -341.2455731
    7.0   0.62    0.0   -341.2069506   -341.2067356   -341.2068079   -341.2453968   -341.2457647   -341.2455590
    7.1   0.62    0.0   -341.2069038   -341.2067222   -341.2067611   -341.2453819   -341.2457184   -341.2455438
    7.2   0.62    0.0   -341.2068613   -341.2067077   -341.2067186   -341.2453662   -341.2456764   -341.2455278
    7.3   0.62    0.0   -341.2068226   -341.2066927   -341.2066799   -341.2453501   -341.2456380   -341.2455115
    7.4   0.62    0.0   -341.2067874   -341.2066774   -341.2066446   -341.2453340   -341.2456032   -341.2454951
    7.5   0.62    0.0   -341.2067554   -341.2066621   -341.2066125   -341.2453182   -341.2455714   -341.2454790
    7.6   0.62    0.0   -341.2067261   -341.2066471   -341.2065833   -341.2453026   -341.2455424   -341.2454633
    7.7   0.62    0.0   -341.2066995   -341.2066324   -341.2065566   -341.2452876   -341.2455158   -341.2454480
    7.8   0.62    0.0   -341.2066751   -341.2066182   -341.2065322   -341.2452731   -341.2454916   -341.2454334
    7.9   0.62    0.0   -341.2066529   -341.2066045   -341.2065099   -341.2452593   -341.2454695   -341.2454192
    8.0   0.62    0.0   -341.2066325   -341.2065914   -341.2064896   -341.2452461   -341.2454493   -341.2454059
    8.25   0.62    0.0   -341.2065883   -341.2065611   -341.2064452   -341.2452160   -341.2454049   -341.2453751
    8.5   0.62    0.0   -341.2065530   -341.2065349   -341.2064099   -341.2451901   -341.2453701   -341.2453491
    8.75   0.62    0.0   -341.2065246   -341.2065121   -341.2063813   -341.2451678   -341.2453417   -341.2453266
    9.0   0.62    0.0   -341.2065013   -341.2064929   -341.2063581   -341.2451490   -341.2453186   -341.2453077
    9.5   0.62    0.0   -341.2064667   -341.2064627   -341.2063234   -341.2451196   -341.2452842   -341.2452780
    10.0   0.62    0.0   -341.2064430   -341.2064414   -341.2062997   -341.2450988   -341.2452609   -341.2452572
    10.5   0.62    0.0   -341.2064264   -341.2064256   -341.2062831   -341.2450840   -341.2452446   -341.2452423
    11.0   0.62    0.0   -341.2064147   -341.2064147   -341.2062714   -341.2450733   -341.2452319   -341.2452310
    11.5   0.62    0.0   -341.2064068   -341.2064062   -341.2062635   -341.2450655   -341.2452235   -341.2452234
    12.0   0.62    0.0   -341.2064008   -341.2063999   -341.2062575   -341.2450600   -341.2452177   -341.2452172
    12.5   0.62    0.0   -341.2063966   -341.2063956   -341.2062532   -341.2450559   -341.2452136   -341.2452130
    13.0   0.62    0.0   -341.2063939   -341.2063935   -341.2062501   -341.2450529   -341.2452106   -341.2452099
    13.5   0.62    0.0   -341.2063916   -341.2063912   -341.2062479   -341.2450507   -341.2452084   -341.2452077
    14.0   0.62    0.0   -341.2063899   -341.2063896   -341.2062462   -341.2450491   -341.2452068   -341.2452061
    14.5   0.62    0.0   -341.2063887   -341.2063884   -341.2062451   -341.2450480   -341.2452057   -341.2452050
    15.0   0.62    0.0   -341.2063879   -341.2063876   -341.2062442   -341.2450472   -341.2452049   -341.2452042
    16.0   0.62    0.0   -341.2063868   -341.2063866   -341.2062432   -341.2450463   -341.2452040   -341.2452033
    17.0   0.62    0.0   -341.2063863   -341.2063861   -341.2062428   -341.2450459   -341.2452036   -341.2452030
    18.0   0.62    0.0   -341.2063861   -341.2063860   -341.2062427   -341.2450458   -341.2452035   -341.2452030
    19.0   0.62    0.0   -341.2063862   -341.2063861   -341.2062427   -341.2450459   -341.2452036   -341.2452032
    20.0   0.62    0.0   -341.2063864   -341.2063863   -341.2062429   -341.2450461   -341.2452038   -341.2452035
    1.9   0.74    0.0   -340.8415737   -340.8089819   -340.8413498   -340.6988317   -340.8817259   -340.6996119
    2.0   0.74    0.0   -340.9664424   -340.9339481   -340.9662928   -340.8184502   -341.0062867   -340.8192380
    2.1   0.74    0.0   -341.0624140   -341.0299879   -341.0623231   -340.9091826   -341.1019914   -340.9099776
    2.2   0.74    0.0   -341.1361849   -341.1038016   -341.1361269   -340.9785825   -341.1755358   -340.9793550
    2.3   0.74    0.0   -341.1928887   -341.1605291   -341.1928435   -341.0343991   -341.2320518   -341.0350378
    2.4   0.74    0.0   -341.2364798   -341.2041373   -341.2364335   -341.0845862   -341.2754845   -341.0850774
    2.5   0.74    0.0   -341.2699991   -341.2376751   -341.2699493   -341.1308956   -341.3088672   -341.1313608
    2.6   0.74    0.0   -341.2957632   -341.2634622   -341.2957163   -341.1715728   -341.3345171   -341.1720425
    2.7   0.74    0.0   -341.3155427   -341.2832760   -341.3154973   -341.2064072   -341.3542063   -341.2068790
    2.8   0.74    0.0   -341.3306976   -341.2984871   -341.3306499   -341.2360455   -341.3692926   -341.2365139
