   2.2999999999999994       0.62000000000000000        0.0000000000000000       -341.05695720000000       -341.02469239999999       -341.05691270000000       -340.89763490000001       -341.09615179999997       -340.89822500000002     
   2.3999999999999995       0.62000000000000000        0.0000000000000000       -341.09438770000003       -341.06214519999997       -341.09434340000001       -340.94338349999998       -341.13342030000001       -340.94387039999998     
   2.4999999999999996       0.62000000000000000        0.0000000000000000       -341.12310050000002       -341.09088359999998       -341.12305300000003       -340.98563650000000       -341.16199239999997       -340.98611519999997     
   2.5999999999999996       0.62000000000000000        0.0000000000000000       -341.14512900000000       -341.11294520000001       -341.14508039999998       -341.02295640000000       -341.18390299999999       -341.02344269999998     
   2.6999999999999997       0.62000000000000000        0.0000000000000000       -341.16202129999999       -341.12988569999999       -341.16196960000002       -341.05520960000001       -341.20070060000000       -341.05569889999998     
   2.7999999999999994       0.62000000000000000        0.0000000000000000       -341.17495960000002       -341.14289930000001       -341.17490240000001       -341.08290319999998       -341.21356520000001       -341.08338980000002     
   2.8999999999999995       0.62000000000000000        0.0000000000000000       -341.18484769999998       -341.15290420000002       -341.18478370000003       -341.10665239999997       -341.22339760000000       -341.10713049999998     
   2.9999999999999996       0.62000000000000000        0.0000000000000000       -341.19237720000001       -341.16060900000002       -341.19230349999998       -341.12701950000002       -341.23088869999998       -341.12748649999997     
   3.0999999999999992       0.62000000000000000        0.0000000000000000       -341.19807930000002       -341.16656289999997       -341.19799460000002       -341.14449109999998       -341.23656510000001       -341.14494470000000     
   3.1999999999999993       0.62000000000000000        0.0000000000000000       -341.20236349999999       -341.17119500000001       -341.20226839999998       -341.15948390000000       -341.24083170000000       -341.15992060000002     
   3.3999999999999995       0.62000000000000000        0.0000000000000000       -341.20787680000001       -341.17777350000000       -341.20776450000000       -341.18339090000001       -341.24632780000002       -341.18378530000001     
   3.4999999999999991       0.62000000000000000        0.0000000000000000       -341.20954530000000       -341.18019900000002       -341.20942589999999       -341.19285939999997       -341.24799519999999       -341.19323000000003     
   3.5999999999999996       0.62000000000000000        0.0000000000000000       -341.21070300000002       -341.18228629999999       -341.21057719999999       -341.20097399999997       -341.24915659999999       -341.20132030000002     
   3.6999999999999993       0.62000000000000000        0.0000000000000000       -341.21146790000000       -341.18416520000000       -341.21133639999999       -341.20792100000000       -341.24992950000001       -341.20824379999999     
   3.7999999999999994       0.62000000000000000        0.0000000000000000       -341.21193230000000       -341.18593229999999       -341.21179580000000       -341.21386070000000       -341.25040589999998       -341.21416149999999     
   3.8999999999999995       0.62000000000000000        0.0000000000000000       -341.21216889999999       -341.18765370000000       -341.21202790000001       -341.21893130000001       -341.25065760000001       -341.21921200000003     
   3.9999999999999991       0.62000000000000000        0.0000000000000000       -341.21223450000002       -341.18936619999999       -341.21208969999998       -341.22325219999999       -341.25074100000000       -341.22351529999997     
   4.0999999999999996       0.62000000000000000        0.0000000000000000       -341.21217389999998       -341.19108039999998       -341.21202579999999       -341.22692710000001       -341.25069989999997       -341.22717490000002     
   4.1999999999999993       0.62000000000000000        0.0000000000000000       -341.21200379999999       -341.19172340000000       -341.21187099999997       -341.23004570000001       -341.25056860000001       -341.23028049999999     
   4.2999999999999989       0.62000000000000000        0.0000000000000000       -341.21178630000003       -341.19425389999998       -341.21165259999998       -341.23268589999998       -341.25037370000001       -341.23290980000002     
   4.3999999999999995       0.62000000000000000        0.0000000000000000       -341.21152619999998       -341.19639500000000       -341.21139169999998       -341.23491530000001       -341.25013600000000       -341.23513009999999     
   4.5000000000000000       0.62000000000000000        0.0000000000000000       -341.21123990000001       -341.19820279999999       -341.21110460000000       -341.23679249999998       -341.24987140000002       -341.23699979999998     
   4.5999999999999988       0.62000000000000000        0.0000000000000000       -341.21093999999999       -341.19972569999999       -341.21080389999997       -341.23836840000001       -341.24959209999997       -341.23856940000002     
   4.6999999999999993       0.62000000000000000        0.0000000000000000       -341.21063579999998       -341.20100500000001       -341.21049909999999       -341.23968700000000       -341.24930730000000       -341.23988270000001     
   4.7999999999999989       0.62000000000000000        0.0000000000000000       -341.21033449999999       -341.20207660000000       -341.21019710000002       -341.24078630000002       -341.24902379999997       -341.24097769999997     
   4.8999999999999995       0.62000000000000000        0.0000000000000000       -341.21004099999999       -341.20297130000000       -341.20990310000002       -341.24169949999998       -341.24874670000003       -341.24188720000001     
   4.9999999999999991       0.62000000000000000        0.0000000000000000       -341.20975900000002       -341.20371549999999       -341.20962050000003       -341.24245470000000       -341.24847940000001       -341.24263939999997     
   5.0999999999999988       0.62000000000000000        0.0000000000000000       -341.20949070000000       -341.20433209999999       -341.20935179999998       -341.24307659999999       -341.24822430000000       -341.24325850000002     
   5.1999999999999993       0.62000000000000000        0.0000000000000000       -341.20923770000002       -341.20484049999999       -341.20909840000002       -341.24358599999999       -341.24798310000000       -341.24376560000002     
   5.2999999999999989       0.62000000000000000        0.0000000000000000       -341.20900080000001       -341.20525759999998       -341.20886109999998       -341.24400100000003       -341.24775649999998       -341.24417860000000     
   5.3999999999999995       0.62000000000000000        0.0000000000000000       -341.20878010000001       -341.20559770000000       -341.20864010000003       -341.24433679999999       -341.24754489999998       -341.24451260000001     
   5.4999999999999991       0.62000000000000000        0.0000000000000000       -341.20857549999999       -341.20587330000001       -341.20843520000000       -341.24460649999997       -341.24734819999998       -341.24478069999998     
   5.5999999999999988       0.62000000000000000        0.0000000000000000       -341.20838670000001       -341.20609469999999       -341.20824610000000       -341.24482119999999       -341.24716610000002       -341.24499400000002     
   5.6999999999999993       0.62000000000000000        0.0000000000000000       -341.20821300000000       -341.20627089999999       -341.20807209999998       -341.24499040000001       -341.24699820000001       -341.24516190000003     
   5.7999999999999998       0.62000000000000000        0.0000000000000000       -341.20805369999999       -341.20640959999997       -341.20791250000002       -341.24512199999998       -341.24684380000002       -341.24529230000002     
   5.8999999999999995       0.62000000000000000        0.0000000000000000       -341.20790779999999       -341.20651720000001       -341.20776649999999       -341.24522270000000       -341.24670209999999       -341.24539190000002     
   5.9999999999999991       0.62000000000000000        0.0000000000000000       -341.20777459999999       -341.20659929999999       -341.20763299999999       -341.24529810000001       -341.24657239999999       -341.24546640000000     
   6.0999999999999988       0.62000000000000000        0.0000000000000000       -341.20765310000002       -341.20666030000001       -341.20751139999999       -341.24535300000002       -341.24645379999998       -341.24552039999998     
